mes,trafego_total,trafego_pago,trafego_organico,trials_total,trials_pagos,trials_organicos,novos_pagantes_total,novos_ads,novos_organicos,novos_afiliados,reativacoes,taxa_trafego_trial,taxa_trial_pago,eficiencia_time,usuarios_ativos,usuarios_lite,usuarios_trader,usuarios_pro,churn_usuarios,churn_mrr,upgrades_lite_trader,expansion_mrr,mrr_cohort_m0,cogs_recorrente,churn_mrr_cohort_m0,receita_bruta,receita_assinaturas,receita_b2b,receita_lite,receita_trader,receita_pro,mrr,arr,arpu,crescimento_mrr_mom,crescimento_mrr_yoy,net_new_mrr,impostos,aliquota_efetiva,taxas_pagamento,inadimplencia,chargeback,total_deducoes,receita_liquida,custo_ia_lite,custo_ia_trader,custo_ia_pro,custo_ia_total,comissao_afiliados,custo_suporte_variavel,total_cogs,margem_bruta,margem_bruta_pct,custo_infra_fixo,infra_tier_ativo,headcount_total,headcount_fundadores,headcount_dev,headcount_cs,custo_pessoal,salarios_brutos,encargos,gasto_marketing,gasto_instagram,gasto_facebook,gasto_youtube,gasto_google,cpc_blended,custo_escritorio,custo_contabilidade,despesas_viagens,despesas_conselho,despesas_freelancer,despesas_beneficios,total_opex,margem_contribuicao,margem_contribuicao_pct,ebitda,ebitda_margin,depreciacao,ebit,ebit_margin,lucro_liquido,margem_liquida,fluxo_operacional,fluxo_investimento,fluxo_financiamento,aportes_capital,capex,distribuicao_lucros,caixa,burn_rate,runway_meses,ltv,cac_blended,cac_paid,ltv_cac,payback_meses,payback_semanas,vida_media_cliente,churn_rate,retention_rate,regra_40,burn_multiple,trafego_potencial_perdido,saturacao_mercado
11,1675.5639610780668,836.7524752475249,838.8114858305419,90.47221785588354,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,50.0,25.0,18.0,7.0,4.0,384.1454545454546,0.0,0.0,0.0,234.5,0.0,4735.0,0.0,0.0,1747.5000000000002,1798.2,1189.3,4735.0,56820.0,94.7,0.0,0.0,0.0,284.09999999999997,0.06,136.4745375,260.425,23.675,704.6745374999999,4030.3254625,62.5,81.0,91.0,234.5,0.0,0.0,234.5,3795.8254625,80.16526847940865,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.2400000000002,591.5840000000001,338.04800000000006,591.5840000000001,169.02400000000003,2.02,0.0,0.0,0.0,0.0,0.0,0.0,2550.2400000000002,0.0,0.0,1245.5854624999997,26.305923178458286,0.041666666666666664,1245.543795833333,0.0,1245.543795833333,26.30504320661738,1245.5854624999997,0.0,0.0,0.0,0.0,0.0,20091.213459749997,0.0,7.214753786619216,723.0143738095239,169.02400000000003,0.0,4.277584093439534,2.2264458899629926,0.0,0.0,0.105,0.895,38.36101594634923,0.0,9.349931380432736,0.0
12,1872.4036115789845,937.6237623762377,934.779849202747,101.12117067795913,0.0,0.0,11.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,56.0,28.0,20.0,8.0,5.0,473.5,0.0,0.0,0.0,264.0,0.0,5314.400000000001,0.0,0.0,1957.2000000000003,1998.0,1359.2,5314.400000000001,63772.8,94.9,0.0,0.0,0.0,318.86400000000003,0.06,153.17429400000003,292.2920000000001,26.572000000000003,790.9022940000002,4523.497706,70.0,90.0,104.0,264.0,0.0,0.0,264.0,4259.497706,80.1501148953786,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.0,662.9,378.8,662.9,189.4,2.02,0.0,0.0,0.0,0.0,0.0,0.0,2754.0,0.0,0.0,1505.497706,28.328648690350743,0.041666666666666664,1505.4560393333334,0.0,1505.4560393333334,28.327864657032464,1505.497706,0.0,0.0,0.0,0.0,0.0,21596.71116575,0.0,7.155967914430086,734.902985852312,172.1818181818182,0.0,4.268179960071506,2.2636898723057604,0.0,0.0,0.1035,0.8965,40.56518512118497,0.0,8.064720245654144,0.0
13,2073.0914794637997,1052.3564356435645,1020.7350438202351,112.0734254583385,0.0,0.0,13.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,64.0,32.0,22.0,10.0,5.0,474.5,0.0,0.0,0.0,309.0,0.0,6133.6,0.0,0.0,2236.8,2197.8,1699.0,6133.6,73603.20000000001,95.8375,0.0,0.0,0.0,368.016,0.06,176.78568600000003,337.34800000000007,30.668000000000003,912.8176860000001,5220.782314,80.0,99.0,130.0,309.0,0.0,0.0,309.0,4911.782314,80.07992555758446,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2125.76,744.0160000000001,425.15200000000004,744.0160000000001,212.57600000000002,2.02,0.0,0.0,0.0,0.0,0.0,0.0,2985.76,0.0,0.0,1926.0223139999998,31.401172459893047,0.041666666666666664,1925.980647333333,0.0,1925.980647333333,31.40049314160253,1926.0223139999998,0.0,0.0,0.0,0.0,0.0,23522.73347975,0.0,7.139437616017555,752.417633884804,163.52,0.0,4.60137985497067,2.1306481702519524,0.0,0.0,0.102,0.898,46.81589472393038,0.0,0.0,0.0
14,1974.5594503524753,1214.5742574257426,759.9851929267328,108.4445665770297,0.0,0.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,70.0,35.0,25.0,10.0,6.0,575.0250000000001,0.0,0.0,0.0,330.0,0.0,6643.0,0.0,0.0,2446.5,2497.5,1699.0,6643.0,79716.0,94.9,0.0,0.0,0.0,398.58,0.06,191.4678675,365.36500000000007,33.215,988.6278675000001,5654.3721325,87.5,112.5,130.0,330.0,0.0,0.0,330.0,5324.3721325,80.1501148953786,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2453.44,858.704,490.68800000000005,858.704,245.34400000000002,2.02,0.0,0.0,0.0,0.0,0.0,0.0,3313.44,0.0,0.0,2010.9321324999996,30.27144561944904,0.041666666666666664,2010.8904658333329,0.0,2010.8904658333329,30.270818392794414,2010.9321324999996,0.0,0.0,0.0,0.0,0.0,25533.66561225,0.0,7.008120241379026,756.8403884150675,204.45333333333335,0.0,3.7017757356938867,2.687966388745525,0.0,0.0,0.10049999999999999,0.8995,38.57651931189719,0.0,0.0,0.0
15,2617.846661694674,1315.4455445544556,1302.4011171402183,141.41589744116934,0.0,0.0,16.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,80.0,40.0,28.0,12.0,6.0,569.4000000000001,0.0,0.0,0.0,382.0,0.0,7632.000000000001,0.0,0.0,2796.0,2797.2000000000003,2038.8000000000002,7632.000000000001,91584.00000000001,95.4,0.0,0.0,0.0,457.92,0.06,219.97332000000003,419.7600000000001,38.160000000000004,1135.8133200000002,6496.186680000001,100.0,126.0,156.0,382.0,0.0,0.0,382.0,6114.186680000001,80.11250890985325,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2657.2000000000003,930.02,531.44,930.02,265.72,2.02,0.0,0.0,0.0,0.0,0.0,0.0,3517.2000000000003,0.0,0.0,2596.9866800000004,34.02760324947589,0.041666666666666664,2596.945013333334,0.0,2596.945013333334,34.027057302585604,2596.9866800000004,0.0,0.0,0.0,0.0,0.0,28130.65229225,0.0,7.21446765804524,771.9932676767678,166.07500000000002,0.0,4.648461644900001,2.172979121402947,0.0,0.0,0.09899999999999999,0.901,48.915455123629144,0.0,0.0,0.0
16,2684.813996392285,1511.2871287128717,1173.5268676794135,146.33099684931722,0.0,0.0,17.0,10.0,7.0,0.0,0.0,0.0,0.0,1.0,90.0,45.0,31.0,14.0,7.0,667.8000000000001,0.0,0.0,0.0,434.0,0.0,8621.0,0.0,0.0,3145.5000000000005,3096.9,2378.6,8621.0,103452.0,95.78888888888889,0.0,0.0,0.0,517.26,0.06,248.47877250000002,474.1550000000001,43.105000000000004,1282.9987725,7338.0012275,112.5,139.5,182.0,434.0,0.0,0.0,434.0,6904.0012275,80.08353123187565,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3052.8000000000006,1068.4800000000002,610.5600000000002,1068.4800000000002,305.2800000000001,2.02,0.0,0.0,0.0,0.0,0.0,0.0,3912.8000000000006,0.0,0.0,2991.2012274999993,34.69668515833429,0.041666666666666664,2991.1595608333328,0.0,2991.1595608333328,34.696201842400335,2991.2012274999993,0.0,0.0,0.0,0.0,0.0,31121.85351975,0.0,7.159716002519092,786.7807666666666,179.57647058823534,0.0,4.381313231568832,2.340944304668605,0.0,0.0,0.0975,0.9025,47.65528054617495,0.0,0.0,0.0
17,2987.568680563838,1707.1287128712872,1280.439967692551,163.03546373116222,0.0,0.0,18.0,11.0,7.0,0.0,0.0,0.0,0.0,1.0,100.0,50.0,35.0,15.0,8.0,766.3111111111111,0.0,0.0,0.0,477.5,0.0,9540.0,0.0,0.0,3495.0000000000005,3496.5,2548.5,9540.0,114480.0,95.4,0.0,0.0,0.0,572.4,0.06,274.96665,524.7,47.7,1419.76665,8120.23335,125.0,157.5,195.0,477.5,0.0,0.0,477.5,7642.73335,80.11250890985325,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3448.4,1206.94,689.6800000000001,1206.94,344.84000000000003,2.02,0.0,0.0,0.0,0.0,0.0,0.0,4308.4,0.0,0.0,3334.333350000001,34.951083333333344,0.041666666666666664,3334.2916833333343,0.0,3334.2916833333343,34.95064657582112,3334.333350000001,0.0,0.0,0.0,0.0,0.0,34456.18686975,0.0,7.1995208570488325,796.1180572916667,191.57777777777778,0.0,4.155586657942814,2.5066657307595035,0.0,0.0,0.096,0.904,45.61109957274873,0.0,0.0,0.0
18,3074.79645206864,1889.1089108910892,1185.6875411775509,168.85269389056072,0.0,0.0,20.0,13.0,7.0,0.0,0.0,0.0,0.0,1.0,111.0,54.0,40.0,17.0,9.0,858.6,1.0,30.0,0.0,536.0,0.0,10658.900000000001,0.0,0.0,3774.6000000000004,3996.0,2888.3,10658.900000000001,127906.80000000002,96.02612612612614,0.0,0.0,0.0,639.5340000000001,0.06,307.21614525000007,586.2395000000001,53.294500000000006,1586.2841452500002,9072.615854750002,135.0,180.0,221.0,536.0,0.0,0.0,536.0,8536.615854750002,80.08908850584959,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3816.0,1335.6,763.2,1335.6,381.6,2.02,0.0,0.0,0.0,0.0,0.0,0.0,4676.0,0.0,0.0,3860.6158547500017,36.21964606807458,0.041666666666666664,3860.5741880833352,0.0,3860.5741880833352,36.2192551584435,3860.6158547500017,0.0,0.0,0.0,0.0,0.0,38316.802724500005,0.0,7.35165056110898,813.8248586443589,190.8,0.0,4.265329447821587,2.4809362820532153,0.0,0.0,0.0945,0.9055,47.94815759847292,0.0,0.0,0.0
19,3408.1250541559198,2110.673267326733,1297.4517868291869,187.29163884640985,0.0,0.0,21.0,14.0,7.0,0.0,0.0,0.0,0.0,1.0,122.0,60.0,44.0,18.0,10.0,960.2612612612614,1.0,30.0,0.0,582.0,0.0,11647.800000000001,0.0,0.0,4194.0,4395.6,3058.2000000000003,11647.800000000001,139773.6,95.4737704918033,0.0,0.0,0.0,698.868,0.06,335.71871550000003,640.6290000000001,58.239000000000004,1733.4547155000005,9914.345284500001,150.0,198.0,234.0,582.0,0.0,0.0,582.0,9332.345284500001,80.12109827177665,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4263.56,1492.246,852.7120000000001,1492.246,426.35600000000005,2.02,0.0,0.0,0.0,0.0,0.0,0.0,5123.56,0.0,0.0,4208.785284500001,36.13373585140542,0.041666666666666664,4208.743617833334,0.0,4208.743617833334,36.13337813006176,4208.785284500001,0.0,0.0,0.0,0.0,0.0,42525.58800900001,0.0,7.453359181044456,822.5229406398732,203.0266666666667,0.0,4.051304954882149,2.6541295438856447,0.0,0.0,0.093,0.907,45.411428671490036,0.0,0.0,0.0
20,3609.5530299209486,2306.4950495049507,1303.0579804159981,198.92961189208702,0.0,0.0,23.0,16.0,7.0,0.0,0.0,0.0,0.0,1.0,134.0,66.0,48.0,20.0,11.0,1050.211475409836,1.0,30.0,0.0,641.0,0.0,12806.600000000002,0.0,0.0,4613.400000000001,4795.200000000001,3398.0,12806.600000000002,153679.2,95.5716417910448,0.0,0.0,0.0,768.3960000000001,0.06,369.1182285000001,704.3630000000002,64.03300000000002,1905.9102285000004,10900.689771500001,165.0,216.0,260.0,641.0,0.0,0.0,641.0,10259.689771500001,80.11251832258367,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4659.120000000001,1630.6920000000002,931.8240000000002,1630.6920000000002,465.9120000000001,2.02,0.0,0.0,0.0,0.0,0.0,0.0,5519.120000000001,0.0,0.0,4740.569771500001,37.016614647915915,0.041666666666666664,4740.528104833334,0.0,4740.528104833334,37.01628929484276,4740.569771500001,0.0,0.0,0.0,0.0,0.0,47266.157780500005,0.0,7.672928089144367,836.7743064595059,202.57043478260874,0.0,4.130782003590513,2.645736748909608,0.0,0.0,0.0915,0.9085,46.96527448067404,0.0,0.0,0.0
21,3726.8258959016493,2535.9603960396043,1190.8654998620452,206.6289779633993,0.0,0.0,24.0,17.0,7.0,0.0,0.0,0.0,0.0,1.0,146.0,72.0,52.0,22.0,12.0,1146.8597014925376,1.0,30.0,0.0,700.0,0.0,13965.400000000001,0.0,0.0,5032.8,5194.8,3737.8,13965.400000000001,167584.80000000002,95.65342465753426,0.0,0.0,0.0,837.9240000000001,0.06,402.5177415000001,768.0970000000002,69.82700000000001,2078.3657415000002,11887.034258500002,180.0,234.0,286.0,700.0,0.0,0.0,700.0,11187.034258500002,80.10536224168303,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5122.640000000001,1792.9240000000002,1024.5280000000002,1792.9240000000002,512.2640000000001,2.02,0.0,0.0,0.0,0.0,0.0,0.0,5982.640000000001,0.0,0.0,5204.3942585,37.266345815372276,0.041666666666666664,5204.3525918333335,0.0,5204.3525918333335,37.26604745895809,5204.3942585,0.0,0.0,0.0,0.0,0.0,52470.552039,0.0,7.851769965013825,851.3724702054795,213.44333333333338,0.0,3.988751753965046,2.7856110874952384,0.0,0.0,0.09,0.91,46.31480520350026,0.0,0.0,0.0
